	book	ode	sentence	text
217	2	4	0218	ne sum ancilla tu amor pudor xanthias phoceus prius insolens serua briseis niueus color moueo achilles moueo aiax telamon nascor forma captiua dominus tecmessa ardeo atrides medius in triumphus uirgo rapio barbarus postquam cado turma thessalus uictor et adimo hector trado fessus leuis tollo pergama graii
218	2	4	0219	nescio an tu gener beatus phyllis flauus decoro parens regius certe genus et penates maereo iniquus
219	2	4	0220	credo non ille tu de scelestus plebs deligo neque sic fidelis sic lucrum auersus possum nascor mater pudendus
220	2	4	0221	brachium et uultus teres que sura integer laudo fugio suspicor qui octauus trepido aetas claudo lustrum
221	2	5	0222	nondum subigo fero iugum ualeo ceruix nondum munia compar aequo nec taurus ruo in uenus tolero pondus
222	2	5	0223	circa uirens sum animus tuus campus iuuenca nunc fluuius grauis solor aestus nunc in udus ludo cum uitulus salictum praegestio
223	2	5	0224	tollo cupido immitis uua iam tu liuidus distinguo autumnus racemus purpureus uarius color
224	2	5	0225	iam tu sequor curro enim ferox aetas et ille qui tu demo appono annus iam proteruus frons peto lalage maritus diligo quantum non pholoe fugax non chloris albus sic humerus niteo ut purus nocturnus renideo luna mare cnidius ue gyges qui si puella insero chorus mire sagax fallo hospes discrimen obscurus solutus crinis ambiguus que uultus
225	2	6	0226	septimius gades adeo ego cum et cantaber indoctus iugum fero noster et barbarus syrtis ubi maurus semper aestuo unda tibur argeus pono colonus sum meus sedes utinam senecta sum modus lassus mare et uia militia que
226	2	6	0227	unde si parca prohibeo iniquus dulcis pellitus ouis galaesus flumen et regno peto lacon rus phalanthus
227	2	6	0228	ille terra ego praeter omnis angulus rideo ubi non hymettus mel decedo uiridis que certo bacca uenafrum uer ubi longus tepidus que praebeo iuppiter bruma et amicus aulon fertilis bacchus minimum falernus inuideo uua
228	2	6	0229	ille tu ego cum locus et beatus postulo arx ibi tu caleo debeo spargo lacrima fauilla uates amicus
229	2	7	0230	o saepe ego cum tempus in ultimus deduco brutus militia dux quis tu redono quiris deus patrius italus que caelum pompeius meus primus sodalis cum qui moror saepe dies merum frango corono nitens malobathron syrius capillus
230	2	7	0231	tu cum philippi et celer fuga sentio relinquo non bene parmula cum frango uirtus et minax turpis solum tango mentum sed ego per hostis mercurius celer densus paueo tollo aer tu rursus in bellum resorbeo unda fretum fero aestuosus
231	2	7	0232	ergo obligo reddo iuppiter daps longus que fessus militia latus depono sub laurus meus nec parco cadus tu destino
232	2	7	0233	obliuiosus leuis massicum ciborium expleo fundo capax unguentum de concha
233	2	7	0234	quis udus depropero apium corona curo ue myrtus
234	2	7	0235	quis uenus arbiter dico bibo
235	2	7	0236	non ego sane bacchor edoni recipio dulcis ego furo sum amicus
236	2	8	0237	ullus si ius tu peiero poena barine noceo umquam dens si niger fio uel unus turpis unguis credo sed tu simul obligo perfidus uotum caput enitesco pulcher multo iuuenis que prodeo publicus cura
237	2	8	0238	expedio mater cinis operio fallo et totus taciturnus nox signum cum caelum gelidus que diuus mors careo
238	2	8	0239	rideo hic inquio uenus ipse rideo simplex nympha ferus et cupido semper ardens acuo sagitta cos cruentus
239	2	8	0240	addo quod pubes tu cresco omnis seruitus cresco nouus nec prior impius tectum domina relinquo saepe minor
240	2	8	0241	tu suus mater metuo iuuencus tu senex parcus miser que nuper uirgo nubo tuus ne retardo aura maritus
241	2	9	0242	non semper imber nubes hispidus mano in ager aut mare caspius uexo inaequalis procella usque nec armenius in ora amicus ualgius sto glacies iners mensis per omnis aut aquilo querquetum garganus laboro et folium uiduo ornus tu semper urgeo flebilis modus mystes adimo nec tu uesper surgo decedo amor nec rapidus fugio sol
242	2	9	0243	at non ter aeuum fungor amabilis ploro omnis antilochus senex annus nec impubes parens troilus aut phrygius soror fleo semper
243	2	9	0244	desino mollis tandem querela et potius nouus canto augustus tropaeum caesar et rigidus niphates medus que flumen gens addo uinco paruus uoluo uertex intra que praescriptum geloni exiguus equito campus
244	2	10	0245	recte uiuo licinius neque altum semper urgeo neque dum procella cautus horresco nimium premo litus iniquus
245	2	10	0246	aureus quisquis mediocritas diligo tutus careo obsoletus sordes tectum careo inuideo sobrius aula
246	2	10	0247	saepe uentus agito ingens pinus et celsus grauis casus decido turris ferio que superus fulgur mons
247	2	10	0248	spero infestus metuo secundus alter sors bene praeparatus pectus informis hiems reduco iuppiter idem submoueo non si male nunc et olim sic sum quondam cithara taceo suscito musa neque semper arcus tendo apollo
248	2	10	0249	res angustus animosus atque fortis appareo sapienter idem contraho uentus nimium secundus turgidus uelum
249	2	11	0250	quis bellicosus cantaber et scythes hirpinus quinctius cogito hadria diuido obicio remitto quaero nec trepido in usus posco aeuum paucus
250	2	11	0251	fugio retro leuis iuuentas et decor aridus pello lasciuus amor canities facilis que somnus non semper idem flos sum honor uernus neque unus luna rubens niteo uultus quis aeternus paruus consilium animus fatigo
251	2	11	0252	cur non sub altus uel platanus uel hic pinus iaceo sic temere et rosa canus odoro capillus dum licet assyrius que nardus poto ungo
252	2	11	0253	dissipo euhius cura edax
253	2	11	0254	quis puer ociter restinguo ardens falernum poculum praetereo lympha
254	2	11	0255	quis deuius scortum elicio domus lyde
255	2	11	0256	eburneus dico age cum lyra maturo in como lacaena mos coma religo nodus
256	2	12	0257	nolo longus ferus bellum numantia nec durus hannibal nec siculus mare poenus purpureus sanguis mollis apto cithara modus nec saeuus lapithae et nimius merum hylaeus domo que herculeus manus tellus iuuenis unde periculum fulgens contremo domus saturnus uetus tu que pedester dico historia proelium caesar maecenas bene duco que per uia rex collum minax
257	2	12	0258	ego dulcis domina musa licymnia cantus ego uolo dico lucidum fulgens oculus et bene mutuus fidus pectus amor qui nec fero pes dedecet chorus nec certo iocus nec do brachium ludo nitidus uirgo sacer diana celeber dies
258	2	12	0259	num tu qui teneo diues achaemenes aut pinguis phrygia mygdonius ops permuto uolo crinis licymnia plenus aut arabes domus cum flagro detorqueo ad osculum ceruix aut facilis saeuitia nego qui posco magis gaudeo eripio interdum rapio occupo
259	2	13	0260	ille et nefastus tu pono dies quicumque primum et sacrilegus manus produco arbor in nepos pernicies opprobrium que pagus ille et parens credo suus frango ceruix et penetrale spargo nocturnus cruor hospes ille uenenum colchus et quisquis usquam concipio nefas tracto ager qui statuo meus tu tristis lignum tu caducus in dominus caput immerens
260	2	13	0261	quis quisque uito numquam homo satis caueo _sum in hora
261	2	13	0262	nauta bosporus poenus perhorresco neque ultra caecus timeo aliunde fatum miles sagitta et celer fuga parthus catena parthus et italus robur sed improuisus letum uis rapio rapio que gens
262	2	13	0263	quam paene furuus regnum proserpina et iudico uideo aeacus sedes que discerno pius et aeolius fides queror sappho puella de popularis et tu sono plene aureus alcaeus plectrum durus nauis durus fuga malum durus bellum
263	2	13	0264	uterque sacer dignus silentium miror umbra dico sed magis pugna et exigo tyrannus densus humerus bibo auris uulgus
264	2	13	0265	quis mirus ubi ille carmen stupeo demitto ater bellua centiceps auris et intorqueo capillus eumenides recreo anguis
265	2	13	0266	quin et prometheus et pelops parens dulcis labor decipio sonus nec curo orion leo aut timidus agito lynx
266	2	14	0267	eheu fugax postumus postumus labor annus nec pietas mora ruga et insto senecta affero indomitus que mors non si trecenus quotquot eo dies amicus placo illacrimabilis pluton taurus qui ter amplus geryon tityus que tristis compesco unda scilicet omnis quicumque terra munus uescor enauigo siue rex siue inops sum colonus
267	2	14	0268	frustra cruentus mars careo frango que raucus fluctus hadria frustra per autumnus noceo corpus metuo auster uiso ater flumen languidus cocytus erro et danaus genus infamis damno que longus sisyphus aeolides labor linquo tellus et domus et placeo uxor neque hic qui colo arbor tu praeter inuisus cupressus ullus breuis dominus sequor
268	2	14	0269	absumo heres caecubum dignus seruo centum clauis et merum tingo pauimentum superbus pontifex potis cena
269	2	15	0270	iam paucus aratrum iugerum regius moles relinquo undique late extentus uiso lucrinus stagnum lacus platanus que caelebs euinco ulmus
270	2	15	0271	tum uiolarium et myrtus et omnis copia naris spargo oliuetum odor fertilis dominus prior tum spissus ramus laurea feruidus excludo ictus
271	2	15	0272	non ita romulus praescribo et intonsus cato auspicium ueteres que norma priuatus ille census sum breuis communis magnus nullus decempeda meto priuatus opacus porticus excipio arctus nec fortuitus sperno caespes lex sino oppidum publicus sumptus iubeo et deus templum nouus decoro saxum
272	2	16	0273	otium diuus rogo in patens prehendo aegaeum simul ater nubes condo luna neque certus fulgeo sidus nauta otium bellum furiosus thraca otium medi pharetra decorus grosphus non gemma neque purpura # uenalis neque aurum
273	2	16	0274	non enim gaza neque consularis submoueo lictor miser tumultus mens et cura laqueo circum tectum uolo
274	2	16	0275	uiuo paruum bene qui paternus splendeo in mensa tenuis salinum nec leuis somnus timor aut cupido sordidus aufero
275	2	16	0276	quis breuis fortis iaculor aeuum multus
276	2	16	0277	quis terra alius caleo sol muto
277	2	16	0278	patria quis exsul sui quoque fugio
278	2	16	0279	scando aeratus uitiosus nauis cura nec turma eques relinquo ocior ceruus et ago nimbus ocior eurus
279	2	16	0280	laetus in praesens animus qui ultra sum odi curo et amara lentus tempero risus nihil sum ab omnis pars beatus
280	2	16	0281	aufero clarus citus mors achilles longus tithonus minuo senectus et ego forsan tu qui nego porrigo hora
281	2	16	0282	tu grex centum siculus que # circummugio uacca tu tollo hinnitus aptus quadriga equa tu bis afer murex tingo uestio lana ego paruus rus et spiritus graius tenuis camena parca non mendax do et malignus sperno uulgus
282	2	17	0283	cur ego querela exanimo tuus
283	2	17	0284	nec deus amicus sum nec ego tu prius obeo maecenas meus grandis decus columen que res
284	2	17	0285	ah tu meus si pars anima rapio maturus uis quis moror alter nec carus aeque nec superstes integer
285	2	17	0286	ille dies uterque duco ruina
286	2	17	0287	non ego perfidus dico sacramentum eo eo utcumque praecedo superus carpo iter comes paratus
287	2	17	0288	ego nec chimaera spiritus igneus nec si resurgo centimanus gyges diuello umquam sic potens iustitia placeo que parca
288	2	17	0289	seu libra seu ego scorpius aspicio formidolosus pars uiolentus natalis hora seu tyrannus hesperius capricornus unda uterque nos incredibilis modus consentio astrum tu iuppiter impius tutela saturnus refulgeo eripio uolucer que fatum tardo ala cum populus frequens laetus theatrum ter crepo sonus ego truncus illabor cerebrum tollo nisi faunus ictus dextera leuo mercurialis custos uir
289	2	17	0290	reddo uictima aedes que uotiuus memini nos humilis ferio agna
290	2	18	0291	non ebur neque aureus meus renideo in domus lacunar non trabs hymettius premo columna ultimus recido africa neque attalus ignotus heres regia occupo nec laconicus ego traho honestus purpura clienta
291	2	18	0292	at fides et ingenium benignus uena sum pauper que diues ego peto nihil supra deus lacesso nec potens amicus largus flagito satis beatus unicus sabinus
292	2	18	0293	trudo dies dies nouus que pergo intereo luna tu seco marmor loco sub ipse funus et sepulcrum immemor struo domus mare que baiae obstrepo urgeo submoueo litus parum locuples continens ripa quis quod usque propior reuello ager terminus et ultra limes cliens salio auarus
293	2	18	0294	pello paternus in sinus fero deus et uxor et uir sordidus que natus
294	2	18	0295	nullus certus tamen rapax orcus finis destinatus aula diues maneo herus
295	2	18	0296	quis ultra tendo
296	2	18	0297	aequus tellus pauper recludo rex que puer nec satelles orcus callidus prometheus reueho aurum capio
297	2	18	0298	hic superbus tantalus atque tantalus genus coerceo hic leuo fungor pauper labor uoco atque non uoco audio
298	2	19	0299	bacchus in remotus carmen rupes uideo doceo credo posteri nympha que disco et auris capripes satyrus acutus
299	2	19	0300	euoe recens mens trepido metus plenus que bacchus pectus turbidum laetor euoe parco liber parco grauis metuo thyrsus
300	2	19	0301	fas peruicax sum ego thyas uinum que fons lac et uber canto riuus atque truncus labor cauus itero mel fas et beatus coniux addo stella honor tectum que pentheus disicio non lenis ruina thrax et exitium lycurgus
301	2	19	0302	tu flecto amnis tu mare barbarus tu separatus uuidus in iugum nodus coerceo uiperinus bistonides sine fraus crinis
302	2	19	0303	tu cum parens regnum per arduum cohors gigas scando impius rhoetus retorqueo leo unguis horribilis que mala quamquam chorea aptus et iocus ludus que dico non satis idoneus pugna fero sed idem pax sum medius que bellum
303	2	19	0304	tu uideo insons cerberus aureus cornu decorus leniter attero cauda et recedo trilinguis os pes tango que crus
304	2	20	0305	non usitatus nec tenuis fero penna biformis per liquidus aether uates neque in terra moror longe inuidia que magnus urbs relinquo
305	2	20	0306	non ego pauper sanguis parens non ego qui uoco dilectus maecenas obeo nec stygius cohibeo unda
306	2	20	0307	iamiam # resido crus asper pellis et albus muto in ales superne nascor que leuis per digitus humerus que pluma
307	2	20	0308	iam daedaleus notus icarus uiso gemo litus bosporus syrtis que gaetulus canorus ales hyperboreus que campus ego colchus et qui dissimulo metus marsus cohors dacus et ultimus nosco geloni ego peritus disco iber rhodanus que potor
308	2	20	0309	absum inanis funus nenia luctus que turpis et querimonia compesco clamor ac sepulcrum mitto superuacuus honor
309	3	1	0310	odi profanus uulgus et arceo
310	3	1	0311	faueo lingua carmen non prius audio musa sacerdos uirgo puer que canto
311	3	1	0312	rex timeo in proprius grex rex in ipse imperium sum iuppiter clarus giganteus triumphus cunctus supercilium moueo
312	3	1	0313	sum ut uir uir late ordino arbustum sulcus hic generosus descendo in campus petitor mos hic bonus que fama contendo ille turba cliens sum magnus aequus lex necessitas sortior insignis et inferus omnis capax moueo urna nomen
313	3	1	0314	destringo ensis qui super impius ceruix pendeo non siculus daps dulcis elaboro sapor non auis cithara que cantus somnus reduco somnus agrestis lenis uir non humilis domus fastidio umbrosus que ripa non zephyrus agito tempe
314	3	1	0315	desidero qui satis sum neque tumultuosus sollicito mare nec saeuus arcturus cado impetus aut orior haedus non uerbero grando uinea fundus que mendax arbor nunc aqua culpo nunc torreo ager sidus nunc hiems iniquus
315	3	1	0316	contraho piscis aequor sentio iacio in altum moles huc frequens caementum demitto redemptor cum famulus dominus que terra fastidiosus sed timor et minae scando eodem quo dominus neque decedo aeratus triremis et post eques sedeo ater cura
316	3	1	0317	quod si doleo nec phrygius lapis nec purpura sidus clarus delenio usus nec falernus uitis achaemenius que costum cur inuideo postis et nouus sublimis ritus molior atrium
317	3	1	0318	cur uallis permuto sabinus diuitiae operosus
318	3	2	0319	angustus amice pauperies patior robustus acer militia puer condisco et parthi ferox uexo eques metuo hasta uita que sub diuum et trepidus ago in res
319	3	2	0320	ille ex moenia hosticus matrona bello tyrannus prospicio et adultus uirgo suspiro eheu ne rudis agmen sponsus lacesso regius asper tango leo qui cruentus per medius rapio ira caedes
320	3	2	0321	dulcis et decorus sum pro patria morior mors et fugax persequor uir nec parco imbellis iuuenta poples timidus que tergum
321	3	2	0322	uirtus repulsa nescius sordidus intaminatus fulgeo honor nec sumo aut pono securis arbitrium popularis aura uirtus recludo immeritus morior caelum nego tento iter uia coetus que uulgaris et udus sperno humus fugio penna
322	3	2	0323	sum et fidelis tutus silentium merces ueto qui ceres sacrum uulgo arcanus sub idem sum trabs fragilis que ego cum soluo phaselus saepe diespiter negligo incestus addo integer raro antecedo scelestus desero pes poena claudus
323	3	3	0324	iustus et tenax propositum uir non ciuis ardor prauus iubeo non uultus insto tyrannus mens quatio solidus neque auster dux inquietus turbidus hadria nec fulmino magnus manus iuppiter si frango illabor orbis impauidus ferio ruina
324	3	3	0325	hic ars pollux et uagus hercules enitor arx attingo igneus qui inter augustus recumbo purpureus bibo os nectar hic tu mereor bacchus pater tuus ueho tigris indocilis iugum collum traho hic quirinus mars equus acheron fugio gratus eloquor consilior iuno diuus ilium ilium fatalis incestus que iudex et mulier peregrinus uerto in puluis ex qui destituo deus merces paciscor laomedon ego castus que damno minerua cum populus et dux fraudulentus
325	3	3	0326	iam nec lacaena splendeo adulter famosus hospes nec priamus domus periurus pugnax achiui hectoreus ops refringo noster que duco seditio bellum resido protinus et grauis ira et inuisus nepos troicus qui pario sacerdos mars redono
326	3	3	0327	ille ego lucidus ineo sedes disco nectar sucus et ascribo quietus ordo patior deus
327	3	3	0328	dum longus inter saeuio ilium roma que pontus quilibet exsul in pars regno beatus dum priamus paris que bustum insulto armentum et catulus fera celo inultus sto capitolium fulgeo triumpho que possum roma ferox do ius medi
328	3	3	0329	horrendus late nomen in ultimus extendo ora qua medius liquor secerno europa ab afer qua tumidus rigo aruum nilus
329	3	3	0330	aurum irrepertus et sic bene situs cum terra celo sperno fortis quam cogo humanus in usus omnis sacrum rapio dextera quicumque mundus terminus obsto hic tango arma uiso gestio quis pars debacchor ignis quis nebula pluuius que ros
330	3	3	0331	sed bellicosus fatum quiris hic lex dico ne nimium pius res que fido auitus tectum uolo reparo troia
331	3	3	0332	troia renascor ales lugubris fortuna tristis clades itero duco uictrix caterua coniux ego iuppiter et soror
332	3	3	0333	ter si resurgo murus aeneus auctor phoebus ter pereo meus excido argiui ter uxor capio uir puer que ploro
333	3	3	0334	non hic iocosus conuenio lyra
334	3	3	0335	quo musa tendo
335	3	3	0336	desino peruicax refero sermo deus et magnus modus tenuo paruus
336	3	4	0337	descendo caelum et dico age tibia regina longus calliope melos seu uox nunc malo acutus seu fides cithara ue phoebus
337	3	4	0338	audio
338	3	4	0339	an ego ludo amabilis insania
339	3	4	0340	audio et uideo pius erro per lucus amoenus qui et aqua subeo et aura
340	3	4	0341	ego fabulosus uultur in apulus nutrix extra limen pullia ludus fatigo que somnus frons nouus puer palumbes tego mirus qui sum omnis quicumque celsus nidus acheruntia saltus que bantinus et aruum pinguis teneo humilis ferentum ut tutus ab ater corpus uipera dormio et ursus ut premo sacer laurus que confero que myrtus non sine deus animosus infans
341	3	4	0342	uester camenae uester in arduus tollo sabini seu ego frigidus praeneste seu tibur supinus seu liquidus placeo baiae
342	3	4	0343	uester amicus fons et chorus non ego philippi uerto acies retro deuotus non exstinguo arbor nec siculus palinurus unda
343	3	4	0344	utcumque ego cum uos sum libens insanio nauta bosporus tento et uro arena litus assyrius uiator uiso britanni hospes ferus et laetus equinus sanguis concanus uiso pharetratus geloni et scythicus inuiolatus amnis
344	3	4	0345	uos caesar altus militia simul fessus cohors abdo oppidum finio quaero labor pierius recreo antrum uos lenis consilium et do et do gaudeo almus
345	3	4	0346	scio ut impius titan immanis que turba fulmen tollo caducus qui terra iners qui mare tempero uentosus et urbs regnum que tristis diuus que mortalis que turma imperium rego unus aequus
346	3	4	0347	magnus ille terror infero iuppiter fido iuuentus horridus brachium frater que tendo opacus pelion impono olympus
347	3	4	0348	sed quis typhoeus et ualidus mimas aut quis minax porphyrion status quis rhoetus euello que truncus enceladus iaculator audax contra sono pallas aegis possum ruo
348	3	4	0349	hinc auidus sto uulcanus hinc matrona iuno et numquam humerus pono arcus qui ros purus castalia lauo crinis solutus qui lycia teneo dumetum natalis que silua delius et patareus apollo
349	3	4	0350	uis consilium expers moles ruo suus uis temperatus deus quoque proueho in magnus idem odi uis omnis nefas animus moueo
350	3	4	0351	testis meus centimanus gyges sententia notus et integer temptator orion diana uirgineus domo sagitta
351	3	4	0352	inicio monstrum terra doleo suus maereo que partus fulmen luridus mitto ad orcus nec peredo impono celer ignis aetna incontinens nec tityus iecur relinquo ales nequitia addo custos amator trecenti pirithous cohibeo catena
352	3	5	0353	caelum tono credo iuppiter regno praesens diuus habeo augustus adicio britanni imperium grauis que persae
353	3	5	0354	miles ne crassus coniux barbarus turpis maritus uiuo et hostis pro curia inuerto que mos consenesco socer in arma sub rex medus marsus et apulus ancile et nomen et toga obliuiscor aeternus que uesta incolumis iuppiter et urbs roma
354	3	5	0355	hic caueo mens prouidus regulus dissentio condicio foedus et exemplum traho pernicies uenio in aeuum si non pereo immiserabilis captiuus pubes signum ego punicus affigo delubrum et arma miles sine caedes dico deripio uideo uideo ego ciuis retorqueo tergum brachium liber porta que non claudo et aruum mars colo populo noster
355	3	5	0356	aurum rependo scilicet acer miles redeo flagitium addo damnum
356	3	5	0357	neque amitto color lana refero medico fucus nec uerus uirtus cum semel excido curo repono deterior si pugno extrico densus cerua plaga sum ille fortis qui perfidus sui credo hostis et mars poeni protero alter qui lorum restringo lacertus sentio iners timeo que mors
357	3	5	0358	hic unde uita sumo inscius pax duellum misceo o pudor o magnus carthago probrosus altus italia ruina
358	3	5	0359	fero pudicus coniux osculum paruus que natus ut caput paruus ab sui remoueo et uirilis toruus humus pono uultus donec labo consilium pater firmo auctor numquam alias do inter que maereo amicus egregius propero exsul
359	3	5	0360	atqui scio quis sui barbarus tortor paro non aliter tamen dimoueo obsto propinqui et populus reditus moror quam si cliens longus negotium diiudico lis relinquo tendo uenafranus in ager aut lacedaemonius tarentum
360	3	6	0361	delictum maiores immeritus luo romanus donec templum reficio aedes que labor deus et foedus niger simulacrum fumus
361	3	6	0362	deus tu paruus quod gero impero
362	3	6	0363	hinc omnis principium huc refero exitus deus multus negligo do hesperia malum luctuosus
363	3	6	0364	iam bis monaeses et pacorus manus inauspicatus contundo impetus noster et adicio praeda torquis exiguus renideo paene occupatus seditio deleo urbs dacus et aethiops hic classis formido ille missilis bonus sagitta
364	3	6	0365	fecundus culpa saeculum nuptiae primum inquino et genus et domus hic fons deriuo clades in patria populus que fluo
365	3	6	0366	motus doceo gaudeo ionicus maturus uirgo et fingo ars iam nunc et incestus amor de tener meditor unguis
366	3	6	0367	mox iuuenis quaero adulter inter maritus uinum neque eligo quis dono impermissus raptim gaudium lumen remoueo sed iubeo coram non sine conscius surgo maritus seu uoco institor seu nauis hispanus magister dedecus pretiosus emptor
367	3	6	0368	non hic iuuentus orior parens inficio aequor sanguis punicus pyrrhus que et ingens caedo antiochus hannibal que dirus sed rusticus masculus miles proles sabellus doctus ligo uerso gleba et seuerus mater ad arbitrium recido porto fustis sol ubi mons muto umbra et iugum demo bos fatigo amicus tempus ago abeo currus
368	3	6	0369	damnosus quis non imminuo dies
369	3	6	0370	aetas parens malus auus fero nos nequam mox do progenies uitiosus
370	3	7	0371	quis fleo asteria qui tu candidus primus restituo uer fauonius thynus merx beatus constans iuuenis fides gyges
371	3	7	0372	ille notus ago ad oricum post insanus capra sidus frigidus nox non sine multus insomnis lacrima ago
372	3	7	0373	atqui sollicitus nuntius hospita suspiro chloe et miser tuus dico ignis uro tento mille uafer modus
373	3	7	0374	ut proetus mulier perfidus credulus falsus impello crimen nimis castus bellerophontes maturo nex refero narro paene do peleus tartarus magnessus hippolyte dum fugio abstinens et pecco doceo fallax historia moueo frustra nam scopulus surdus icarus uox audio adhuc integer
374	3	7	0375	at tu ne uicinus enipeus multum iustum placeo caueo quamuis non alius flecto equus scio aeque conspicio gramen martius nec quisquam citus aeque tuscus denato alueus
375	3	7	0376	primus nox domus claudo neque in uia sub cantus querulus despicio tibia et tu saepe uoco durus difficilis maneo
376	3	8	0377	martius caelebs quis ago kalendae quis uolo flos et acerra tus plenus miror pono que carbo in caespes uiuus doctus sermo uterque lingua uoueo dulcis epulae et albus liber caper prope funero arbor ictus
377	3	8	0378	hic dies annus redeo festus cortex astringo pix dimoueo amphora fumus bibo instituo consul tullus
378	3	8	0379	sumo maecenas cyathus amicus sospes centum et uigil lucerna perfero in lux procul omnis sum clamor et ira
379	3	8	0380	mitto ciuilis super urbs cura occido dacus cotiso agmen medus infestus sui luctuosus dissideo arma seruio hispanus uetus hostis ora cantaber serus domo catena iam scythae laxus meditor arcus cedo campus
380	3	8	0381	negligens ne qua populus laboro parco priuatus nimium caueo et donum praesens capio laetus hora linquo seuera
381	3	9	0382	donec gratus sum tu nec quisquam potis brachium candidus ceruix iuuenis do persae uigeo rex beatus
382	3	9	0383	donec non alius magis ardeo neque sum lydia post chloe multus lydia nomen romanus uigeo clarus ilia
383	3	9	0384	ego nunc thraessus chloe rego dulcis doctus modus et cithara sciens pro qui non metuo morior si parco anima fatum superstes
384	3	9	0385	ego torreo fax mutuus thurinus calais filius ornytus pro qui bis patior morior si parco puer fatum superstes
385	3	9	0386	quis si priscus redeo uenus diduco que iugum cogo aeneus si flauus excutio chloe reicio que pateo ianua lydia
386	3	9	0387	quamquam sidus pulcher ille sum tu leuis cortex et improbus iracundus hadria tu cum uiuo amo tu cum obeo libens
387	3	10	0388	exter tanais si bibo lyca saeuus nubo uir ego tamen asper porrigo ante foris obicio incola ploro aquilo
388	3	10	0389	audio quis strepitus ianua quis nemus inter pulcher sero tectum remugio uentus et pono ut glacio nix purus numen iuppiter
389	3	10	0390	ingratus uenus pono superbia ne curro retro funis eo rota non tu penelope difficilis procus tyrrhenus gigno parens
390	3	10	0391	o quamuis neque tu munus nec prex nec tingo uiola pallor amans nec uir pierius pellex saucius curuo supplex tuus parco nec rigidus mollis aesculus nec maurus animus mitis anguis non hic semper sum limen aut aqua caelestis patiens latus
391	3	11	0392	mercurius nam tu docilis magister moueo amphion lapis cano tu que testudo resono septem callidus neruus nec loquax olim neque gratus nunc et diues mensa et amicus templum dico modus lyde qui obstinatus applico auris qui uelut latus equa trimus campus ludo exsultim metuo que tango nuptiae expers et adhuc proteruus crudus maritus
392	3	11	0393	tu possum tigris comes que silua duco et riuus celer moror cedo immanis tu blandior ianitor aula cerberus quamuis furialis centum munio anguis caput is atque spiritus teter sanies que mano os trilinguis quin et ixion tityus que uultus rideo inuitus sto urna paulum siccus dum gratus danaus puella carmen mulceo
393	3	11	0394	audio lyde scelus atque notus uirgo poena et inanis lympha dolium fundus pereo inferus serus que fatum qui maneo culpa etiam sub orcus impius nam quis possum magnus impius sponsus possum durus perdo ferrum
394	3	11	0395	unus de multus fax nuptialis dignus periurus sum in parens splendide mendax et in omnis uirgo nobilis aeuum surgo qui dico iuuenis maritus surgo ne longus tu somnus unde non timeo do socer et scelestus fallo soror qui uelut nanciscor uitulus leaena singulus eheu lacero ego ille mollis nec tu ferio neque intra claustrum teneo
395	3	11	0396	ego pater saeuus onero catena quod uir clemens miser parco ego uel exter numidae in ager classis relego eo pes quo tu rapio et aura dum faueo nox et uenus eo secundus omen et nos memor sepulcrum scalpo querela
396	3	12	0397	miser sum neque amor do ludus neque dulcis malum uinum lauo aut exanimo metuo patruus uerber lingua
397	3	12	0398	tu qualum cytherea puer ales tu tela operosus que minerua studium aufero neobule liparaeus nitor hebrus simul ungo tiberinus humerus lauo in unda eques ipse bonus bellerophontes neque pugnus neque segnis pes uinco catus idem per apertum fugio agito grex ceruus iaculor et celer artus latito fruticetum excipio aper
398	3	13	0399	o fons bandusia splendidus uitrum dulcis dignus merum non sine flos cras dono haedus qui frons turgidus cornu primus et uenus et proelium destino frustra nam gelidus inficio tu ruber sanguis riuus lasciuus suboles grex
399	3	13	0400	tu flagro atrox hora canicula nescio tango tu frigus amabilis fessus uomer taurus praebeo et pecus uagus
400	3	13	0401	fio nobilis tu quoque fons ego dico cauus impono ilex saxum unde loquax lympha desilio tuus
401	3	14	0402	hercules ritus modo dico o plebs mors uenalis peto laurus caesar hispanus repeto penates uictor ab ora
402	3	14	0403	unicus gaudeo mulier maritus prodeo iustus operor sacrum et soror clarus dux et decorus supplex uitta uirgo mater iuuenis que nuper sospes uos o puer et puella iam uir experior male nomino parco uerbum
403	3	14	0404	hic dies uere ego festus ater exigo cura ego nec tumultus nec morior per uis metuo teneo caesar terra
404	3	14	0405	eo peto unguentum puer et corona et cadus marsus memor duellum spartacus si quis possum uagor fallo testa
405	3	14	0406	dico et argutus propero neaera myrrheus nodus cohibeo crinis si per inuisus mora ianitor fio abeo
406	3	14	0407	lenio albesco animus capillus lis et rixa cupidus proteruus non ego hic fero calidus iuuenta consul plancus
407	3	15	0408	uxor pauper ibycus tandem nequitia figo modus tuus famosus que labor maturus propior desino funus inter ludo uirgo et stella nebula spargo candidus
408	3	15	0409	non si quis pholoe satis et tu chloris decet filia recte expugno iuuenis domus pello thyas ut concieo tympanum
409	3	15	0410	ille cogo amor nothus lasciuus similis ludo caprea tu lana prope nobilis tondeo luceria non cithara decet nec flos purpureus rosa nec poto uetula faex tenus cadus
410	3	16	0411	includo danae turris aeneus robustus que foris et uigil canis tristis excubiae munio satis nocturnus ab adulter si non acrisius uirgo abdo custos pauidus iuppiter et uenus rideo sum enim tutus iter et patens conuerto in pretium deus
