publish_date,headline_text,sentiment
215_2_3_216,cedo coemo saltus et domus uilla que flauus qui tiberis lauo cedo et exstruo in altum diuitiae potior heres,1
216_2_3_217,diues ne priscus nascor ab inachus nihil intersum an pauper et inferus de gens sub diuum moror uictima nihil miseror orcus omnis eodem cogo omnis uerso urna sero ociter sors exeo et nos in aeternus exsilium impono cymba,1
217_2_4_218,ne sum ancilla tu amor pudor xanthias phoceus prius insolens serua briseis niueus color moueo achilles moueo aiax telamon nascor forma captiua dominus tecmessa ardeo atrides medius in triumphus uirgo rapio barbarus postquam cado turma thessalus uictor et adimo hector trado fessus leuis tollo pergama graii,0
218_2_4_219,nescio an tu gener beatus phyllis flauus decoro parens regius certe genus et penates maereo iniquus,1
219_2_4_220,credo non ille tu de scelestus plebs deligo neque sic fidelis sic lucrum auersus possum nascor mater pudendus,1
220_2_4_221,brachium et uultus teres que sura integer laudo fugio suspicor qui octauus trepido aetas claudo lustrum,1
221_2_5_222,nondum subigo fero iugum ualeo ceruix nondum munia compar aequo nec taurus ruo in uenus tolero pondus,1
222_2_5_223,circa uirens sum animus tuus campus iuuenca nunc fluuius grauis solor aestus nunc in udus ludo cum uitulus salictum praegestio,1
223_2_5_224,tollo cupido immitis uua iam tu liuidus distinguo autumnus racemus purpureus uarius color,1
224_2_5_225,iam tu sequor curro enim ferox aetas et ille qui tu demo appono annus iam proteruus frons peto lalage maritus diligo quantum non pholoe fugax non chloris albus sic humerus niteo ut purus nocturnus renideo luna mare cnidius ue gyges qui si puella insero chorus mire sagax fallo hospes discrimen obscurus solutus crinis ambiguus que uultus,0
225_2_6_226,septimius gades adeo ego cum et cantaber indoctus iugum fero noster et barbarus syrtis ubi maurus semper aestuo unda tibur argeus pono colonus sum meus sedes utinam senecta sum modus lassus mare et uia militia que,1
226_2_6_227,unde si parca prohibeo iniquus dulcis pellitus ouis galaesus flumen et regno peto lacon rus phalanthus,1
227_2_6_228,ille terra ego praeter omnis angulus rideo ubi non hymettus mel decedo uiridis que certo bacca uenafrum uer ubi longus tepidus que praebeo iuppiter bruma et amicus aulon fertilis bacchus minimum falernus inuideo uua,1
228_2_6_229,ille tu ego cum locus et beatus postulo arx ibi tu caleo debeo spargo lacrima fauilla uates amicus,1
229_2_7_230,o saepe ego cum tempus in ultimus deduco brutus militia dux quis tu redono quiris deus patrius italus que caelum pompeius meus primus sodalis cum qui moror saepe dies merum frango corono nitens malobathron syrius capillus,1
230_2_7_231,tu cum philippi et celer fuga sentio relinquo non bene parmula cum frango uirtus et minax turpis solum tango mentum sed ego per hostis mercurius celer densus paueo tollo aer tu rursus in bellum resorbeo unda fretum fero aestuosus,1
231_2_7_232,ergo obligo reddo iuppiter daps longus que fessus militia latus depono sub laurus meus nec parco cadus tu destino,1
232_2_7_233,obliuiosus leuis massicum ciborium expleo fundo capax unguentum de concha,1
233_2_7_234,quis udus depropero apium corona curo ue myrtus,1
234_2_7_235,quis uenus arbiter dico bibo,1
235_2_7_236,non ego sane bacchor edoni recipio dulcis ego furo sum amicus,1
236_2_8_237,ullus si ius tu peiero poena barine noceo umquam dens si niger fio uel unus turpis unguis credo sed tu simul obligo perfidus uotum caput enitesco pulcher multo iuuenis que prodeo publicus cura,1
237_2_8_238,expedio mater cinis operio fallo et totus taciturnus nox signum cum caelum gelidus que diuus mors careo,0
238_2_8_239,rideo hic inquio uenus ipse rideo simplex nympha ferus et cupido semper ardens acuo sagitta cos cruentus,1
239_2_8_240,addo quod pubes tu cresco omnis seruitus cresco nouus nec prior impius tectum domina relinquo saepe minor,1
240_2_8_241,tu suus mater metuo iuuencus tu senex parcus miser que nuper uirgo nubo tuus ne retardo aura maritus,1
241_2_9_242,non semper imber nubes hispidus mano in ager aut mare caspius uexo inaequalis procella usque nec armenius in ora amicus ualgius sto glacies iners mensis per omnis aut aquilo querquetum garganus laboro et folium uiduo ornus tu semper urgeo flebilis modus mystes adimo nec tu uesper surgo decedo amor nec rapidus fugio sol,1
242_2_9_243,at non ter aeuum fungor amabilis ploro omnis antilochus senex annus nec impubes parens troilus aut phrygius soror fleo semper,1
243_2_9_244,desino mollis tandem querela et potius nouus canto augustus tropaeum caesar et rigidus niphates medus que flumen gens addo uinco paruus uoluo uertex intra que praescriptum geloni exiguus equito campus,1
244_2_10_245,recte uiuo licinius neque altum semper urgeo neque dum procella cautus horresco nimium premo litus iniquus,0
245_2_10_246,aureus quisquis mediocritas diligo tutus careo obsoletus sordes tectum careo inuideo sobrius aula,0
246_2_10_247,saepe uentus agito ingens pinus et celsus grauis casus decido turris ferio que superus fulgur mons,0
247_2_10_248,spero infestus metuo secundus alter sors bene praeparatus pectus informis hiems reduco iuppiter idem submoueo non si male nunc et olim sic sum quondam cithara taceo suscito musa neque semper arcus tendo apollo,0
248_2_10_249,res angustus animosus atque fortis appareo sapienter idem contraho uentus nimium secundus turgidus uelum,1
249_2_11_250,quis bellicosus cantaber et scythes hirpinus quinctius cogito hadria diuido obicio remitto quaero nec trepido in usus posco aeuum paucus,1
250_2_11_251,fugio retro leuis iuuentas et decor aridus pello lasciuus amor canities facilis que somnus non semper idem flos sum honor uernus neque unus luna rubens niteo uultus quis aeternus paruus consilium animus fatigo,1
251_2_11_252,cur non sub altus uel platanus uel hic pinus iaceo sic temere et rosa canus odoro capillus dum licet assyrius que nardus poto ungo,1
252_2_11_253,dissipo euhius cura edax,1
253_2_11_254,quis puer ociter restinguo ardens falernum poculum praetereo lympha,1
254_2_11_255,quis deuius scortum elicio domus lyde,1
255_2_11_256,eburneus dico age cum lyra maturo in como lacaena mos coma religo nodus,1
256_2_12_257,nolo longus ferus bellum numantia nec durus hannibal nec siculus mare poenus purpureus sanguis mollis apto cithara modus nec saeuus lapithae et nimius merum hylaeus domo que herculeus manus tellus iuuenis unde periculum fulgens contremo domus saturnus uetus tu que pedester dico historia proelium caesar maecenas bene duco que per uia rex collum minax,0
257_2_12_258,ego dulcis domina musa licymnia cantus ego uolo dico lucidum fulgens oculus et bene mutuus fidus pectus amor qui nec fero pes dedecet chorus nec certo iocus nec do brachium ludo nitidus uirgo sacer diana celeber dies,1
258_2_12_259,num tu qui teneo diues achaemenes aut pinguis phrygia mygdonius ops permuto uolo crinis licymnia plenus aut arabes domus cum flagro detorqueo ad osculum ceruix aut facilis saeuitia nego qui posco magis gaudeo eripio interdum rapio occupo,1
259_2_13_260,ille et nefastus tu pono dies quicumque primum et sacrilegus manus produco arbor in nepos pernicies opprobrium que pagus ille et parens credo suus frango ceruix et penetrale spargo nocturnus cruor hospes ille uenenum colchus et quisquis usquam concipio nefas tracto ager qui statuo meus tu tristis lignum tu caducus in dominus caput immerens,0
260_2_13_261,quis quisque uito numquam homo satis caueo _sum in hora,1
261_2_13_262,nauta bosporus poenus perhorresco neque ultra caecus timeo aliunde fatum miles sagitta et celer fuga parthus catena parthus et italus robur sed improuisus letum uis rapio rapio que gens,0
262_2_13_263,quam paene furuus regnum proserpina et iudico uideo aeacus sedes que discerno pius et aeolius fides queror sappho puella de popularis et tu sono plene aureus alcaeus plectrum durus nauis durus fuga malum durus bellum,0
263_2_13_264,uterque sacer dignus silentium miror umbra dico sed magis pugna et exigo tyrannus densus humerus bibo auris uulgus,1
264_2_13_265,quis mirus ubi ille carmen stupeo demitto ater bellua centiceps auris et intorqueo capillus eumenides recreo anguis,1
265_2_13_266,quin et prometheus et pelops parens dulcis labor decipio sonus nec curo orion leo aut timidus agito lynx,1
266_2_14_267,eheu fugax postumus postumus labor annus nec pietas mora ruga et insto senecta affero indomitus que mors non si trecenus quotquot eo dies amicus placo illacrimabilis pluton taurus qui ter amplus geryon tityus que tristis compesco unda scilicet omnis quicumque terra munus uescor enauigo siue rex siue inops sum colonus,0
267_2_14_268,frustra cruentus mars careo frango que raucus fluctus hadria frustra per autumnus noceo corpus metuo auster uiso ater flumen languidus cocytus erro et danaus genus infamis damno que longus sisyphus aeolides labor linquo tellus et domus et placeo uxor neque hic qui colo arbor tu praeter inuisus cupressus ullus breuis dominus sequor,0
268_2_14_269,absumo heres caecubum dignus seruo centum clauis et merum tingo pauimentum superbus pontifex potis cena,0
269_2_15_270,iam paucus aratrum iugerum regius moles relinquo undique late extentus uiso lucrinus stagnum lacus platanus que caelebs euinco ulmus,1
270_2_15_271,tum uiolarium et myrtus et omnis copia naris spargo oliuetum odor fertilis dominus prior tum spissus ramus laurea feruidus excludo ictus,1
271_2_15_272,non ita romulus praescribo et intonsus cato auspicium ueteres que norma priuatus ille census sum breuis communis magnus nullus decempeda meto priuatus opacus porticus excipio arctus nec fortuitus sperno caespes lex sino oppidum publicus sumptus iubeo et deus templum nouus decoro saxum,1
272_2_16_273,otium diuus rogo in patens prehendo aegaeum simul ater nubes condo luna neque certus fulgeo sidus nauta otium bellum furiosus thraca otium medi pharetra decorus grosphus non gemma neque purpura # uenalis neque aurum,1
273_2_16_274,non enim gaza neque consularis submoueo lictor miser tumultus mens et cura laqueo circum tectum uolo,1
274_2_16_275,uiuo paruum bene qui paternus splendeo in mensa tenuis salinum nec leuis somnus timor aut cupido sordidus aufero,0
275_2_16_276,quis breuis fortis iaculor aeuum multus,1
276_2_16_277,quis terra alius caleo sol muto,1
277_2_16_278,patria quis exsul sui quoque fugio,0
278_2_16_279,scando aeratus uitiosus nauis cura nec turma eques relinquo ocior ceruus et ago nimbus ocior eurus,1
279_2_16_280,laetus in praesens animus qui ultra sum odi curo et amara lentus tempero risus nihil sum ab omnis pars beatus,1
280_2_16_281,aufero clarus citus mors achilles longus tithonus minuo senectus et ego forsan tu qui nego porrigo hora,0
281_2_16_282,tu grex centum siculus que # circummugio uacca tu tollo hinnitus aptus quadriga equa tu bis afer murex tingo uestio lana ego paruus rus et spiritus graius tenuis camena parca non mendax do et malignus sperno uulgus,0
282_2_17_283,cur ego querela exanimo tuus,0
283_2_17_284,nec deus amicus sum nec ego tu prius obeo maecenas meus grandis decus columen que res,1
284_2_17_285,ah tu meus si pars anima rapio maturus uis quis moror alter nec carus aeque nec superstes integer,1
285_2_17_286,ille dies uterque duco ruina,1
286_2_17_287,non ego perfidus dico sacramentum eo eo utcumque praecedo superus carpo iter comes paratus,0
287_2_17_288,ego nec chimaera spiritus igneus nec si resurgo centimanus gyges diuello umquam sic potens iustitia placeo que parca,1
288_2_17_289,seu libra seu ego scorpius aspicio formidolosus pars uiolentus natalis hora seu tyrannus hesperius capricornus unda uterque nos incredibilis modus consentio astrum tu iuppiter impius tutela saturnus refulgeo eripio uolucer que fatum tardo ala cum populus frequens laetus theatrum ter crepo sonus ego truncus illabor cerebrum tollo nisi faunus ictus dextera leuo mercurialis custos uir,1
289_2_17_290,reddo uictima aedes que uotiuus memini nos humilis ferio agna,1
290_2_18_291,non ebur neque aureus meus renideo in domus lacunar non trabs hymettius premo columna ultimus recido africa neque attalus ignotus heres regia occupo nec laconicus ego traho honestus purpura clienta,1
291_2_18_292,at fides et ingenium benignus uena sum pauper que diues ego peto nihil supra deus lacesso nec potens amicus largus flagito satis beatus unicus sabinus,1
292_2_18_293,trudo dies dies nouus que pergo intereo luna tu seco marmor loco sub ipse funus et sepulcrum immemor struo domus mare que baiae obstrepo urgeo submoueo litus parum locuples continens ripa quis quod usque propior reuello ager terminus et ultra limes cliens salio auarus,0
293_2_18_294,pello paternus in sinus fero deus et uxor et uir sordidus que natus,1
294_2_18_295,nullus certus tamen rapax orcus finis destinatus aula diues maneo herus,1
295_2_18_296,quis ultra tendo,1
296_2_18_297,aequus tellus pauper recludo rex que puer nec satelles orcus callidus prometheus reueho aurum capio,1
297_2_18_298,hic superbus tantalus atque tantalus genus coerceo hic leuo fungor pauper labor uoco atque non uoco audio,0
298_2_19_299,bacchus in remotus carmen rupes uideo doceo credo posteri nympha que disco et auris capripes satyrus acutus,1
299_2_19_300,euoe recens mens trepido metus plenus que bacchus pectus turbidum laetor euoe parco liber parco grauis metuo thyrsus,1
300_2_19_301,fas peruicax sum ego thyas uinum que fons lac et uber canto riuus atque truncus labor cauus itero mel fas et beatus coniux addo stella honor tectum que pentheus disicio non lenis ruina thrax et exitium lycurgus,1
301_2_19_302,tu flecto amnis tu mare barbarus tu separatus uuidus in iugum nodus coerceo uiperinus bistonides sine fraus crinis,1
302_2_19_303,tu cum parens regnum per arduum cohors gigas scando impius rhoetus retorqueo leo unguis horribilis que mala quamquam chorea aptus et iocus ludus que dico non satis idoneus pugna fero sed idem pax sum medius que bellum,1
303_2_19_304,tu uideo insons cerberus aureus cornu decorus leniter attero cauda et recedo trilinguis os pes tango que crus,1
304_2_20_305,non usitatus nec tenuis fero penna biformis per liquidus aether uates neque in terra moror longe inuidia que magnus urbs relinquo,1
305_2_20_306,non ego pauper sanguis parens non ego qui uoco dilectus maecenas obeo nec stygius cohibeo unda,1
306_2_20_307,iamiam # resido crus asper pellis et albus muto in ales superne nascor que leuis per digitus humerus que pluma,1
307_2_20_308,iam daedaleus notus icarus uiso gemo litus bosporus syrtis que gaetulus canorus ales hyperboreus que campus ego colchus et qui dissimulo metus marsus cohors dacus et ultimus nosco geloni ego peritus disco iber rhodanus que potor,1
308_2_20_309,absum inanis funus nenia luctus que turpis et querimonia compesco clamor ac sepulcrum mitto superuacuus honor,0
309_3_1_310,odi profanus uulgus et arceo,1
310_3_1_311,faueo lingua carmen non prius audio musa sacerdos uirgo puer que canto,1
311_3_1_312,rex timeo in proprius grex rex in ipse imperium sum iuppiter clarus giganteus triumphus cunctus supercilium moueo,1
312_3_1_313,sum ut uir uir late ordino arbustum sulcus hic generosus descendo in campus petitor mos hic bonus que fama contendo ille turba cliens sum magnus aequus lex necessitas sortior insignis et inferus omnis capax moueo urna nomen,1
313_3_1_314,destringo ensis qui super impius ceruix pendeo non siculus daps dulcis elaboro sapor non auis cithara que cantus somnus reduco somnus agrestis lenis uir non humilis domus fastidio umbrosus que ripa non zephyrus agito tempe,1
314_3_1_315,desidero qui satis sum neque tumultuosus sollicito mare nec saeuus arcturus cado impetus aut orior haedus non uerbero grando uinea fundus que mendax arbor nunc aqua culpo nunc torreo ager sidus nunc hiems iniquus,0
315_3_1_316,contraho piscis aequor sentio iacio in altum moles huc frequens caementum demitto redemptor cum famulus dominus que terra fastidiosus sed timor et minae scando eodem quo dominus neque decedo aeratus triremis et post eques sedeo ater cura,0
316_3_1_317,quod si doleo nec phrygius lapis nec purpura sidus clarus delenio usus nec falernus uitis achaemenius que costum cur inuideo postis et nouus sublimis ritus molior atrium,1
317_3_1_318,cur uallis permuto sabinus diuitiae operosus,1
318_3_2_319,angustus amice pauperies patior robustus acer militia puer condisco et parthi ferox uexo eques metuo hasta uita que sub diuum et trepidus ago in res,0
319_3_2_320,ille ex moenia hosticus matrona bello tyrannus prospicio et adultus uirgo suspiro eheu ne rudis agmen sponsus lacesso regius asper tango leo qui cruentus per medius rapio ira caedes,0
320_3_2_321,dulcis et decorus sum pro patria morior mors et fugax persequor uir nec parco imbellis iuuenta poples timidus que tergum,0
321_3_2_322,uirtus repulsa nescius sordidus intaminatus fulgeo honor nec sumo aut pono securis arbitrium popularis aura uirtus recludo immeritus morior caelum nego tento iter uia coetus que uulgaris et udus sperno humus fugio penna,1
322_3_2_323,sum et fidelis tutus silentium merces ueto qui ceres sacrum uulgo arcanus sub idem sum trabs fragilis que ego cum soluo phaselus saepe diespiter negligo incestus addo integer raro antecedo scelestus desero pes poena claudus,1
323_3_3_324,iustus et tenax propositum uir non ciuis ardor prauus iubeo non uultus insto tyrannus mens quatio solidus neque auster dux inquietus turbidus hadria nec fulmino magnus manus iuppiter si frango illabor orbis impauidus ferio ruina,1
324_3_3_325,hic ars pollux et uagus hercules enitor arx attingo igneus qui inter augustus recumbo purpureus bibo os nectar hic tu mereor bacchus pater tuus ueho tigris indocilis iugum collum traho hic quirinus mars equus acheron fugio gratus eloquor consilior iuno diuus ilium ilium fatalis incestus que iudex et mulier peregrinus uerto in puluis ex qui destituo deus merces paciscor laomedon ego castus que damno minerua cum populus et dux fraudulentus,1
325_3_3_326,iam nec lacaena splendeo adulter famosus hospes nec priamus domus periurus pugnax achiui hectoreus ops refringo noster que duco seditio bellum resido protinus et grauis ira et inuisus nepos troicus qui pario sacerdos mars redono,0
326_3_3_327,ille ego lucidus ineo sedes disco nectar sucus et ascribo quietus ordo patior deus,1
327_3_3_328,dum longus inter saeuio ilium roma que pontus quilibet exsul in pars regno beatus dum priamus paris que bustum insulto armentum et catulus fera celo inultus sto capitolium fulgeo triumpho que possum roma ferox do ius medi,1
328_3_3_329,horrendus late nomen in ultimus extendo ora qua medius liquor secerno europa ab afer qua tumidus rigo aruum nilus,0
329_3_3_330,aurum irrepertus et sic bene situs cum terra celo sperno fortis quam cogo humanus in usus omnis sacrum rapio dextera quicumque mundus terminus obsto hic tango arma uiso gestio quis pars debacchor ignis quis nebula pluuius que ros,1
330_3_3_331,sed bellicosus fatum quiris hic lex dico ne nimium pius res que fido auitus tectum uolo reparo troia,1
331_3_3_332,troia renascor ales lugubris fortuna tristis clades itero duco uictrix caterua coniux ego iuppiter et soror,1
332_3_3_333,ter si resurgo murus aeneus auctor phoebus ter pereo meus excido argiui ter uxor capio uir puer que ploro,1
333_3_3_334,non hic iocosus conuenio lyra,1
334_3_3_335,quo musa tendo,1
335_3_3_336,desino peruicax refero sermo deus et magnus modus tenuo paruus,1
336_3_4_337,descendo caelum et dico age tibia regina longus calliope melos seu uox nunc malo acutus seu fides cithara ue phoebus,1
337_3_4_338,audio,1
338_3_4_339,an ego ludo amabilis insania,1
339_3_4_340,audio et uideo pius erro per lucus amoenus qui et aqua subeo et aura,1
340_3_4_341,ego fabulosus uultur in apulus nutrix extra limen pullia ludus fatigo que somnus frons nouus puer palumbes tego mirus qui sum omnis quicumque celsus nidus acheruntia saltus que bantinus et aruum pinguis teneo humilis ferentum ut tutus ab ater corpus uipera dormio et ursus ut premo sacer laurus que confero que myrtus non sine deus animosus infans,1
341_3_4_342,uester camenae uester in arduus tollo sabini seu ego frigidus praeneste seu tibur supinus seu liquidus placeo baiae,1
342_3_4_343,uester amicus fons et chorus non ego philippi uerto acies retro deuotus non exstinguo arbor nec siculus palinurus unda,1
343_3_4_344,utcumque ego cum uos sum libens insanio nauta bosporus tento et uro arena litus assyrius uiator uiso britanni hospes ferus et laetus equinus sanguis concanus uiso pharetratus geloni et scythicus inuiolatus amnis,1
344_3_4_345,uos caesar altus militia simul fessus cohors abdo oppidum finio quaero labor pierius recreo antrum uos lenis consilium et do et do gaudeo almus,1
345_3_4_346,scio ut impius titan immanis que turba fulmen tollo caducus qui terra iners qui mare tempero uentosus et urbs regnum que tristis diuus que mortalis que turma imperium rego unus aequus,1
346_3_4_347,magnus ille terror infero iuppiter fido iuuentus horridus brachium frater que tendo opacus pelion impono olympus,0
347_3_4_348,sed quis typhoeus et ualidus mimas aut quis minax porphyrion status quis rhoetus euello que truncus enceladus iaculator audax contra sono pallas aegis possum ruo,1
348_3_4_349,hinc auidus sto uulcanus hinc matrona iuno et numquam humerus pono arcus qui ros purus castalia lauo crinis solutus qui lycia teneo dumetum natalis que silua delius et patareus apollo,1
349_3_4_350,uis consilium expers moles ruo suus uis temperatus deus quoque proueho in magnus idem odi uis omnis nefas animus moueo,1
350_3_4_351,testis meus centimanus gyges sententia notus et integer temptator orion diana uirgineus domo sagitta,1
351_3_4_352,inicio monstrum terra doleo suus maereo que partus fulmen luridus mitto ad orcus nec peredo impono celer ignis aetna incontinens nec tityus iecur relinquo ales nequitia addo custos amator trecenti pirithous cohibeo catena,1
352_3_5_353,caelum tono credo iuppiter regno praesens diuus habeo augustus adicio britanni imperium grauis que persae,1
353_3_5_354,miles ne crassus coniux barbarus turpis maritus uiuo et hostis pro curia inuerto que mos consenesco socer in arma sub rex medus marsus et apulus ancile et nomen et toga obliuiscor aeternus que uesta incolumis iuppiter et urbs roma,1
354_3_5_355,hic caueo mens prouidus regulus dissentio condicio foedus et exemplum traho pernicies uenio in aeuum si non pereo immiserabilis captiuus pubes signum ego punicus affigo delubrum et arma miles sine caedes dico deripio uideo uideo ego ciuis retorqueo tergum brachium liber porta que non claudo et aruum mars colo populo noster,0
355_3_5_356,aurum rependo scilicet acer miles redeo flagitium addo damnum,0
356_3_5_357,neque amitto color lana refero medico fucus nec uerus uirtus cum semel excido curo repono deterior si pugno extrico densus cerua plaga sum ille fortis qui perfidus sui credo hostis et mars poeni protero alter qui lorum restringo lacertus sentio iners timeo que mors,1
357_3_5_358,hic unde uita sumo inscius pax duellum misceo o pudor o magnus carthago probrosus altus italia ruina,1
358_3_5_359,fero pudicus coniux osculum paruus que natus ut caput paruus ab sui remoueo et uirilis toruus humus pono uultus donec labo consilium pater firmo auctor numquam alias do inter que maereo amicus egregius propero exsul,1
359_3_5_360,atqui scio quis sui barbarus tortor paro non aliter tamen dimoueo obsto propinqui et populus reditus moror quam si cliens longus negotium diiudico lis relinquo tendo uenafranus in ager aut lacedaemonius tarentum,0
360_3_6_361,delictum maiores immeritus luo romanus donec templum reficio aedes que labor deus et foedus niger simulacrum fumus,0
361_3_6_362,deus tu paruus quod gero impero,1
362_3_6_363,hinc omnis principium huc refero exitus deus multus negligo do hesperia malum luctuosus,0
363_3_6_364,iam bis monaeses et pacorus manus inauspicatus contundo impetus noster et adicio praeda torquis exiguus renideo paene occupatus seditio deleo urbs dacus et aethiops hic classis formido ille missilis bonus sagitta,1
364_3_6_365,fecundus culpa saeculum nuptiae primum inquino et genus et domus hic fons deriuo clades in patria populus que fluo,1
365_3_6_366,motus doceo gaudeo ionicus maturus uirgo et fingo ars iam nunc et incestus amor de tener meditor unguis,1
366_3_6_367,mox iuuenis quaero adulter inter maritus uinum neque eligo quis dono impermissus raptim gaudium lumen remoueo sed iubeo coram non sine conscius surgo maritus seu uoco institor seu nauis hispanus magister dedecus pretiosus emptor,1
367_3_6_368,non hic iuuentus orior parens inficio aequor sanguis punicus pyrrhus que et ingens caedo antiochus hannibal que dirus sed rusticus masculus miles proles sabellus doctus ligo uerso gleba et seuerus mater ad arbitrium recido porto fustis sol ubi mons muto umbra et iugum demo bos fatigo amicus tempus ago abeo currus,0
368_3_6_369,damnosus quis non imminuo dies,1
369_3_6_370,aetas parens malus auus fero nos nequam mox do progenies uitiosus,0
370_3_7_371,quis fleo asteria qui tu candidus primus restituo uer fauonius thynus merx beatus constans iuuenis fides gyges,1
371_3_7_372,ille notus ago ad oricum post insanus capra sidus frigidus nox non sine multus insomnis lacrima ago,1
372_3_7_373,atqui sollicitus nuntius hospita suspiro chloe et miser tuus dico ignis uro tento mille uafer modus,1
373_3_7_374,ut proetus mulier perfidus credulus falsus impello crimen nimis castus bellerophontes maturo nex refero narro paene do peleus tartarus magnessus hippolyte dum fugio abstinens et pecco doceo fallax historia moueo frustra nam scopulus surdus icarus uox audio adhuc integer,0
374_3_7_375,at tu ne uicinus enipeus multum iustum placeo caueo quamuis non alius flecto equus scio aeque conspicio gramen martius nec quisquam citus aeque tuscus denato alueus,1
375_3_7_376,primus nox domus claudo neque in uia sub cantus querulus despicio tibia et tu saepe uoco durus difficilis maneo,0
376_3_8_377,martius caelebs quis ago kalendae quis uolo flos et acerra tus plenus miror pono que carbo in caespes uiuus doctus sermo uterque lingua uoueo dulcis epulae et albus liber caper prope funero arbor ictus,1
377_3_8_378,hic dies annus redeo festus cortex astringo pix dimoueo amphora fumus bibo instituo consul tullus,1
378_3_8_379,sumo maecenas cyathus amicus sospes centum et uigil lucerna perfero in lux procul omnis sum clamor et ira,1
379_3_8_380,mitto ciuilis super urbs cura occido dacus cotiso agmen medus infestus sui luctuosus dissideo arma seruio hispanus uetus hostis ora cantaber serus domo catena iam scythae laxus meditor arcus cedo campus,1
380_3_8_381,negligens ne qua populus laboro parco priuatus nimium caueo et donum praesens capio laetus hora linquo seuera,0
381_3_9_382,donec gratus sum tu nec quisquam potis brachium candidus ceruix iuuenis do persae uigeo rex beatus,1
382_3_9_383,donec non alius magis ardeo neque sum lydia post chloe multus lydia nomen romanus uigeo clarus ilia,1
383_3_9_384,ego nunc thraessus chloe rego dulcis doctus modus et cithara sciens pro qui non metuo morior si parco anima fatum superstes,1
384_3_9_385,ego torreo fax mutuus thurinus calais filius ornytus pro qui bis patior morior si parco puer fatum superstes,1
385_3_9_386,quis si priscus redeo uenus diduco que iugum cogo aeneus si flauus excutio chloe reicio que pateo ianua lydia,1
386_3_9_387,quamquam sidus pulcher ille sum tu leuis cortex et improbus iracundus hadria tu cum uiuo amo tu cum obeo libens,1
387_3_10_388,exter tanais si bibo lyca saeuus nubo uir ego tamen asper porrigo ante foris obicio incola ploro aquilo,1
388_3_10_389,audio quis strepitus ianua quis nemus inter pulcher sero tectum remugio uentus et pono ut glacio nix purus numen iuppiter,1
389_3_10_390,ingratus uenus pono superbia ne curro retro funis eo rota non tu penelope difficilis procus tyrrhenus gigno parens,0
390_3_10_391,o quamuis neque tu munus nec prex nec tingo uiola pallor amans nec uir pierius pellex saucius curuo supplex tuus parco nec rigidus mollis aesculus nec maurus animus mitis anguis non hic semper sum limen aut aqua caelestis patiens latus,1
391_3_11_392,mercurius nam tu docilis magister moueo amphion lapis cano tu que testudo resono septem callidus neruus nec loquax olim neque gratus nunc et diues mensa et amicus templum dico modus lyde qui obstinatus applico auris qui uelut latus equa trimus campus ludo exsultim metuo que tango nuptiae expers et adhuc proteruus crudus maritus,1
392_3_11_393,tu possum tigris comes que silua duco et riuus celer moror cedo immanis tu blandior ianitor aula cerberus quamuis furialis centum munio anguis caput is atque spiritus teter sanies que mano os trilinguis quin et ixion tityus que uultus rideo inuitus sto urna paulum siccus dum gratus danaus puella carmen mulceo,0
393_3_11_394,audio lyde scelus atque notus uirgo poena et inanis lympha dolium fundus pereo inferus serus que fatum qui maneo culpa etiam sub orcus impius nam quis possum magnus impius sponsus possum durus perdo ferrum,0
394_3_11_395,unus de multus fax nuptialis dignus periurus sum in parens splendide mendax et in omnis uirgo nobilis aeuum surgo qui dico iuuenis maritus surgo ne longus tu somnus unde non timeo do socer et scelestus fallo soror qui uelut nanciscor uitulus leaena singulus eheu lacero ego ille mollis nec tu ferio neque intra claustrum teneo,1
395_3_11_396,ego pater saeuus onero catena quod uir clemens miser parco ego uel exter numidae in ager classis relego eo pes quo tu rapio et aura dum faueo nox et uenus eo secundus omen et nos memor sepulcrum scalpo querela,1
396_3_12_397,miser sum neque amor do ludus neque dulcis malum uinum lauo aut exanimo metuo patruus uerber lingua,1
397_3_12_398,tu qualum cytherea puer ales tu tela operosus que minerua studium aufero neobule liparaeus nitor hebrus simul ungo tiberinus humerus lauo in unda eques ipse bonus bellerophontes neque pugnus neque segnis pes uinco catus idem per apertum fugio agito grex ceruus iaculor et celer artus latito fruticetum excipio aper,1
398_3_13_399,o fons bandusia splendidus uitrum dulcis dignus merum non sine flos cras dono haedus qui frons turgidus cornu primus et uenus et proelium destino frustra nam gelidus inficio tu ruber sanguis riuus lasciuus suboles grex,1
399_3_13_400,tu flagro atrox hora canicula nescio tango tu frigus amabilis fessus uomer taurus praebeo et pecus uagus,1
400_3_13_401,fio nobilis tu quoque fons ego dico cauus impono ilex saxum unde loquax lympha desilio tuus,1
401_3_14_402,hercules ritus modo dico o plebs mors uenalis peto laurus caesar hispanus repeto penates uictor ab ora,1
402_3_14_403,unicus gaudeo mulier maritus prodeo iustus operor sacrum et soror clarus dux et decorus supplex uitta uirgo mater iuuenis que nuper sospes uos o puer et puella iam uir experior male nomino parco uerbum,1
403_3_14_404,hic dies uere ego festus ater exigo cura ego nec tumultus nec morior per uis metuo teneo caesar terra,1
404_3_14_405,eo peto unguentum puer et corona et cadus marsus memor duellum spartacus si quis possum uagor fallo testa,1
405_3_14_406,dico et argutus propero neaera myrrheus nodus cohibeo crinis si per inuisus mora ianitor fio abeo,1
